Sentence;TargetWord;Surprisal
The student is going to the library to borrow a book tomorrow .;book;5.728962421417236
The student is going to the library to borrow a hook tomorrow .;hook;17.218225479125977
The student is going to the library to borrow a page tomorrow .;page;9.944519996643066
The student is going to the library to borrow a sofa tomorrow .;sofa;14.052882194519043
Living alone is too expensive, so the students will share a flat together .;flat;8.742570877075195
Living alone is too expensive, so the students will share a flag together .;flag;16.70492172241211
Living alone is too expensive, so the students will share a wall together .;wall;12.387877464294434
Living alone is too expensive, so the students will share a bell together .;bell;15.124218940734863
The family enjoyed the sunny day, but there will be rain tomorrow .;rain;10.404382705688477
The family enjoyed the sunny day, but there will be pain tomorrow .;pain;14.100634574890137
The family enjoyed the sunny day, but there will be sky tomorrow .;sky;14.315818786621094
The family enjoyed the sunny day, but there will be loss tomorrow .;loss;13.40780258178711
Jack studied medicine in a university and works as a doctor now .;doctor;4.570902347564697
Jack studied medicine in a university and works as a factor now .;factor;18.153181076049805
Jack studied medicine in a university and works as a patient now .;patient;8.173540115356445
Jack studied medicine in a university and works as a tenant now .;tenant;15.583870887756348
Amelia got a driving licence, and will buy her own car soon .;car;2.2738070487976074
Amelia got a driving licence, and will buy her own jar soon .;jar;17.425321578979492
Amelia got a driving licence, and will buy her own tyre soon .;tyre;13.804497718811035
Amelia got a driving licence, and will buy her own rat soon .;rat;17.494962692260742
Oliver doesn't have a watch, so he doesn't know the time now .;time;8.905462265014648
Oliver doesn't have a watch, so he doesn't know the lime now .;lime;17.582731246948242
Oliver doesn't have a watch, so he doesn't know the rest now .;rest;8.469168663024902
Oliver doesn't have a watch, so he doesn't know the bean now .;bean;18.528785705566406
Rachel will go to the cinema to watch a new film tomorrow .;film;3.8007490634918213
Rachel will go to the cinema to watch a new firm tomorrow .;firm;17.023040771484375
Rachel will go to the cinema to watch a new camera tomorrow .;camera;9.79240608215332
Rachel will go to the cinema to watch a new bird tomorrow .;bird;13.714057922363281
Paul is trying to stand on one leg now .;leg;7.958186626434326
Paul is trying to stand on one lag now .;lag;22.335704803466797
Paul is trying to stand on one hip now .;hip;18.281661987304688
Paul is trying to stand on one kid now .;kid;16.638355255126953
The gambler kept losing, so he doesn't have any money left .;money;6.322122573852539
The gambler kept losing, so he doesn't have any honey left .;honey;14.373189926147461
The gambler kept losing, so he doesn't have any wallet left .;wallet;16.710453033447266
The gambler kept losing, so he doesn't have any candle left .;candle;17.188247680664062
Harry intends to propose to Emily and give her the ring tomorrow .;ring;8.731023788452148
Harry intends to propose to Emily and give her the wing tomorrow .;wing;17.885149002075195
Harry intends to propose to Emily and give her the finger tomorrow .;finger;12.345260620117188
Harry intends to propose to Emily and give her the memo tomorrow .;memo;19.609647750854492
John nervously asked the attractive girl out on a date yesterday .;date;7.837190628051758
John nervously asked the attractive girl out on a gate yesterday .;gate;15.120723724365234
John nervously asked the attractive girl out on a cancel yesterday .;cancel;20.90261459350586
John nervously asked the attractive girl out on a pin yesterday .;pin;16.177488327026367
As a lifetime vegetarian, Olivia doesn't miss eating meat now .;meat;5.279408931732178
As a lifetime vegetarian, Olivia doesn't miss eating mean now .;mean;18.475317001342773
As a lifetime vegetarian, Olivia doesn't miss eating flour now .;flour;13.551961898803711
As a lifetime vegetarian, Olivia doesn't miss eating soil now .;soil;13.38913345336914
Dylan got lost today, so he will use a map tomorrow .;map;11.999944686889648
Dylan got lost today, so he will use a cap tomorrow .;cap;14.779549598693848
Dylan got lost today, so he will use a globe tomorrow .;globe;14.554096221923828
Dylan got lost today, so he will use a job tomorrow .;job;11.75091552734375
The comedian was funny, despite a bad joke yesterday .;joke;8.0346040725708
