Sentence;TargetWord;Surprisal
The horse raced down the track and won the race easily .;won;6.2814860343933105
The boat sailed down the river and sank during the storm .;sank;5.7260308265686035
The car rolled down the hill and stopped when it hit a tree .;stopped;7.206281661987305
The car rolled down the hill and complained when it hit a tree .;complained;15.44460678100586
The rocket shot into the sky and exploded in a fireball .;exploded;5.650872707366943
The rocket shot into the sky and laughed in a fireball .;laughed;17.315946578979492
The team rested for several days and won the championship .;won;7.059671878814697
The team rested for several days and burned the championship .;burned;12.604537963867188
The executive showed the report and frowned after the meeting .;frowned;19.523462295532227
The executive showed the report and floated after the meeting .;floated;16.39019775390625
The applicant refused the job and complained to the government agency .;complained;10.502945899963379
The applicant refused the job and exploded to the government agency .;exploded;15.268598556518555
The man paid for the job and left his work gloves behind .;left;10.550716400146484
The man paid for the job and popped his work gloves behind .;popped;17.739290237426758
The runner expected to win and lost the race instead .;lost;8.378279685974121
The little girl read the sad story and cried about it for days .;cried;11.340926170349121
The little girl read the sad story and cracked about it for days .;cracked;17.644224166870117
The man told the truth and resigned in disgrace .;resigned;13.634711265563965
The doctor rushed to the scene and helped to revive the victim .;helped;9.251664161682129
The actress called from New York and complained to her agent .;complained;13.93991756439209
The actress called from New York and sank to her agent .;sank;17.71774673461914
The lawyer hurried through the proceedings and hit during his presentation .;hit;11.86980152130127
The fielder tossed the ball and missed his chance to tag out the runner .;missed;10.562642097473145
The student lectured on honesty and lied about his grades .;lied;17.86661148071289
The student lectured on honesty and docked about his grades .;docked;25.168771743774414
The corporation moved to New Jersey and grew very rapidly .;grew;9.214932441711426
The player passed the ball and scored the touchdown .;scored;5.7042083740234375
The player passed the ball and slept the touchdown .;slept;14.989875793457031
The man phoned from Chicago and volunteered for the job .;volunteered;14.164443016052246
The man phoned from Chicago and collided for the job .;collided;17.7564697265625
The boy told the joke and laughed at the punch line .;laughed;12.09487247467041
The boy told the joke and dropped at the punch line .;dropped;11.516988754272461
The spy watched for several days and escaped over the fence .;escaped;9.540700912475586
The man mailed the letter and waited for a reply .;waited;10.49699592590332
The man mailed the letter and steered for a reply .;steered;15.071577072143555
The patient left in pain and died the next day .;died;6.874792098999023
The patient left in pain and floated the next day .;floated;19.978696823120117
The dealer sold the car and complained about the transmission .;complained;12.565390586853027
The dealer sold the car and sank about the transmission .;sank;14.405223846435547
The company sued for damages and lost the case .;lost;8.71378231048584
The company sued for damages and resigned the case .;resigned;10.858419418334961
The politician read the funny story and laughed for several minutes .;laughed;12.043575286865234
The politician read the funny story and cried for several minutes .;cried;12.308711051940918
The lady sent the flowers and popped when she thought about them .;popped;15.807592391967773
The employee asked to retire and resigned from the company .;resigned;10.639842987060547
The employee asked to retire and guessed from the company .;guessed;16.692039489746094
The barge floated across the lake and docked next to the warehouse .;docked;10.008408546447754
The barge floated across the lake and laughed next to the warehouse .;laughed;17.865707397460938
The boxer pushed into the ring and fought three good rounds .;fought;8.461731910705566
The boxer pushed into the ring and wrote three good rounds .;wrote;11.712021827697754
The car raced around the speedway and crashed into a wall .;crashed;7.3724164962768555
The plane sailed through the air and landed on the runway .;landed;5.67786169052124
The plane sailed through the air and laughed on the runway .;laughed;17.46192741394043
The puppy rolled the ball and applauded at it .;applauded;17.5573787689209
The arrow shot into the air and fell into a haystack .;fell;7.903744220733643
The arrow shot into the air and resigned into a haystack .;resigned;16.172815322875977
The patient rested for the night and recovered quickly from the operation .;recovered;13.336615562438965
The patient rested for the night and collided quickly from the operation .;collided;17.450830459594727
The professor asked a question and responded with a thoughtful comment .;responded;10.085576057434082
The professor asked a question and docked with a thoughtful comment .;docked;24.389179229736328
The manager refused the raise and quit his job .;quit;9.729437828063965
The worker paid the tip and left his wallet on the table .;left;8.014568328857422
The worker paid the tip and popped his wallet on the table .;popped;15.345766067504883
The actress expected to star and failed in her role in the play .;failed;12.592031478881836
The criminal stopped in New York and fled into a nearby store .;fled;10.922638893127441
The criminal stopped in New York and sank into a nearby store .;sank;12.482610702514648
The army battalion rushed to the front and retreated after the battle .;retreated;7.571682453155518
The army battalion rushed to the front and bit after the battle .;bit;17.438446044921875
The boy rushed to the hospital and collapsed on the emergency room floor .;collapsed;11.007607460021973
The boy rushed to the hospital and steered on the emergency room floor .;steered;13.354893684387207
