Sentence;TargetWord;Surprisal
Prosecutors often accuse defendants of committing a crime .;defendants;10.559741973876953
Prosecutors rarely accuse defendants of committing a crime .;defendants;10.8331298828125
Prosecutors often accuse sheriffs of committing a crime .;sheriffs;16.944673538208008
Prosecutors rarely accuse sheriffs of committing a crime .;sheriffs;18.509878158569336
Groupies often follow singers around the country .;singers;17.17473602294922
Groupies rarely follow singers around the country .;singers;18.108325958251953
Groupies often follow boys around the country .;boys;16.493783950805664
Groupies rarely follow boys around the country .;boys;16.6533145904541
Postmen often carry mail in their satchel .;mail;10.386235237121582
Postmen rarely carry mail in their satchel .;mail;10.684633255004883
Postmen often carry oil in their satchel .;oil;11.364422798156738
Postmen rarely carry oil in their satchel .;oil;11.433894157409668
Kittens often chase mice if given the chance .;mice;14.005702018737793
Kittens rarely chase mice if given the chance .;mice;12.654540061950684
Kittens often chase flies if given the chance .;flies;11.527715682983398
Kittens rarely chase flies if given the chance .;flies;10.956816673278809
Doctors often treat cancer as a serious condition .;cancer;9.745424270629883
Doctors rarely treat cancer as a serious condition .;cancer;9.352791786193848
Doctors often treat hunger as a serious condition .;hunger;15.261846542358398
Doctors rarely treat hunger as a serious condition .;hunger;14.724753379821777
Chefs often cook pancakes for breakfast at roadside diners .;pancakes;12.126747131347656
Chefs rarely cook pancakes for breakfast at roadside diners .;pancakes;11.775283813476562
Chefs often cook pears for breakfast at roadside diners .;pears;16.869144439697266
Chefs rarely cook pears for breakfast at roadside diners .;pears;17.0714111328125
Boxers often fight opponents in cities where there are large crowds .;opponents;12.255594253540039
Boxers rarely fight opponents in cities where there are large crowds .;opponents;12.467707633972168
Boxers often fight lawsuits in cities where there are large crowds .;lawsuits;14.199661254882812
Boxers rarely fight lawsuits in cities where there are large crowds .;lawsuits;15.442788124084473
Archaeologists often find artifacts when they excavate ancient cities .;artifacts;6.898149013519287
Archaeologists rarely find artifacts when they excavate ancient cities .;artifacts;6.352006912231445
Archaeologists often find gold when they excavate ancient cities .;gold;9.240503311157227
Archaeologists rarely find gold when they excavate ancient cities .;gold;8.803567886352539
Farmers often grow crops as their primary source of cash .;crops;8.950443267822266
Farmers rarely grow crops as their primary source of cash .;crops;7.923683166503906
Farmers often grow worms as their primary source of cash .;worms;17.856365203857422
Farmers rarely grow worms as their primary source of cash .;worms;17.438980102539062
Veterinarians often help animals when they get injured .;animals;13.688615798950195
Veterinarians rarely help animals when they get injured .;animals;13.735392570495605
Veterinarians often help coyotes when they get injured .;coyotes;20.03847885131836
Veterinarians rarely help coyotes when they get injured .;coyotes;19.33509635925293
Lions often hunt bears as they prowl the savanah .;bears;14.009177207946777
Lions rarely hunt bears as they prowl the savanah .;bears;13.417109489440918
Brides often kiss babies during their wedding ceremony .;babies;14.179224967956543
Brides rarely kiss babies during their wedding ceremony .;babies;14.493998527526855
Artists often paint portraits to pay their bills .;portraits;8.212955474853516
Artists rarely paint portraits to pay their bills .;portraits;8.19942855834961
Artists often paint maps to pay their bills .;maps;13.192221641540527
Artists rarely paint maps to pay their bills .;maps;14.838443756103516
Historians often study articles written by their colleagues .;articles;11.146759033203125
Historians rarely study articles written by their colleagues .;articles;12.878896713256836
Historians often study poetry written by their colleagues .;poetry;12.462678909301758
Historians rarely study poetry written by their colleagues .;poetry;12.891985893249512
Authors often write books to make a living .;books;4.641246795654297
Authors rarely write books to make a living .;books;5.234576225280762
Authors often write lists to make a living .;lists;10.101970672607422
Authors rarely write lists to make a living .;lists;11.63752555847168
Bands often record albums throughout their careers .;albums;9.86435317993164
Bands rarely record albums throughout their careers .;albums;10.284228324890137
Bands often record hits throughout their careers .;hits;12.156198501586914
Bands rarely record hits throughout their careers .;hits;11.725347518920898
Cats often scratch furniture if they are not declawed .;furniture;18.749807357788086
Cats rarely scratch furniture if they are not declawed .;furniture;21.131088256835938
Cats often scratch walls if they are not declawed .;walls;16.535385131835938
