Sentence;TargetWord;Surprisal
The horse raced down the track and bargained the race easily .;easily;12.319171905517578
The boat sailed down the river and sank during the storm .;storm;4.214142799377441
The boat sailed down the river and coughed during the storm .;storm;5.782590389251709
The car rolled down the hill and stopped when it hit a tree .;tree;5.151792526245117
The car rolled down the hill and complained when it hit a tree .;tree;5.428321361541748
The rocket shot into the sky and exploded in a fireball .;fireball;8.283546447753906
The rocket shot into the sky and laughed in a fireball .;fireball;10.107477188110352
The team rested for several days and won the championship .;championship;5.025689125061035
The team rested for several days and burned the championship .;championship;12.656423568725586
The executive showed the report and frowned after the meeting .;meeting;8.376581192016602
The executive showed the report and floated after the meeting .;meeting;6.6241374015808105
The applicant refused the job and complained to the government agency .;agency;11.826695442199707
The applicant refused the job and exploded to the government agency .;agency;13.244734764099121
The man paid for the job and left his work gloves behind .;behind;7.6378493309021
The man paid for the job and popped his work gloves behind .;behind;8.681138038635254
The runner expected to win and lost the race instead .;instead;10.199210166931152
The runner expected to win and ducked the race instead .;instead;10.443745613098145
The little girl read the sad story and cried about it for days .;days;8.17591381072998
The little girl read the sad story and cracked about it for days .;days;8.012236595153809
The man told the truth and resigned in disgrace .;disgrace;7.323751926422119
The man told the truth and milked in disgrace .;disgrace;13.057233810424805
The doctor rushed to the scene and helped to revive the victim .;victim;11.785035133361816
The doctor rushed to the scene and saluted to revive the victim .;victim;10.655462265014648
The actress called from New York and complained to her agent .;agent;9.41906452178955
The actress called from New York and sank to her agent .;agent;16.203266143798828
The lawyer hurried through the proceedings and blundered during his presentation .;presentation;10.448258399963379
The lawyer hurried through the proceedings and hit during his presentation .;presentation;12.225866317749023
The fielder tossed the ball and missed his chance to tag out the runner .;runner;5.282063007354736
The fielder tossed the ball and unpacked his chance to tag out the runner .;runner;4.733643054962158
The student lectured on honesty and lied about his grades .;grades;11.557782173156738
The student lectured on honesty and docked about his grades .;grades;11.311408996582031
The corporation moved to New Jersey and grew very rapidly .;rapidly;3.136806011199951
The corporation moved to New Jersey and sneezed very rapidly .;rapidly;4.902745246887207
The player passed the ball and scored the touchdown .;touchdown;6.733224391937256
The player passed the ball and slept the touchdown .;touchdown;15.497623443603516
The man phoned from Chicago and volunteered for the job .;job;4.570037364959717
The man phoned from Chicago and collided for the job .;job;6.736905097961426
The boy told the joke and laughed at the punch line .;line;4.9953413009643555
The boy told the joke and dropped at the punch line .;line;4.789547443389893
The spy watched for several days and escaped over the fence .;fence;10.163363456726074
The spy watched for several days and barked over the fence .;fence;9.342268943786621
The man mailed the letter and waited for a reply .;reply;8.433514595031738
The man mailed the letter and steered for a reply .;reply;10.806892395019531
The patient left in pain and died the next day .;day;1.0147024393081665
The patient left in pain and floated the next day .;day;1.4280803203582764
The dealer sold the car and complained about the transmission .;transmission;13.190533638000488
The dealer sold the car and sank about the transmission .;transmission;16.793659210205078
The company sued for damages and lost the case .;case;3.7534525394439697
The company sued for damages and resigned the case .;case;6.740949630737305
The politician read the funny story and laughed for several minutes .;minutes;3.596909761428833
The politician read the funny story and cried for several minutes .;minutes;4.698224067687988
The lady sent the flowers and blushed when she thought about them .;them;4.444188117980957
The lady sent the flowers and popped when she thought about them .;them;4.392695903778076
The employee asked to retire and resigned from the company .;company;4.9251580238342285
The employee asked to retire and guessed from the company .;company;6.9758782386779785
The barge floated across the lake and docked next to the warehouse .;warehouse;10.988710403442383
The barge floated across the lake and laughed next to the warehouse .;warehouse;13.138753890991211
The boxer pushed into the ring and fought three good rounds .;rounds;9.659194946289062
The boxer pushed into the ring and wrote three good rounds .;rounds;10.755438804626465
The car raced around the speedway and crashed into a wall .;wall;7.05195426940918
The car raced around the speedway and bargained into a wall .;wall;9.139265060424805
The plane sailed through the air and landed on the runway .;runway;6.23491096496582
The plane sailed through the air and laughed on the runway .;runway;9.804756164550781
The puppy rolled the ball and barked at it .;it;4.708841323852539
The puppy rolled the ball and applauded at it .;it;7.2511491775512695
The patient rested for the night and recovered quickly from the operation .;operation;12.08711051940918
The patient rested for the night and collided quickly from the operation .;operation;16.02210235595703
The professor asked a question and responded with a thoughtful comment .;comment;5.226178169250488
The professor asked a question and docked with a thoughtful comment .;comment;9.586068153381348
The manager refused the raise and quit his job .;job;0.5896684527397156
The manager refused the raise and clawed his job .;job;6.44254207611084
The worker paid the tip and left his wallet on the table .;table;2.3345680236816406
The worker paid the tip and popped his wallet on the table .;table;3.3571417331695557
The actress expected to star and failed in her role in the play .;play;7.145285606384277
The actress expected to star and saluted in her role in the play .;play;6.4939470291137695
The criminal stopped in New York and fled into a nearby store .;store;12.039481163024902
The criminal stopped in New York and sank into a nearby store .;store;13.585597038269043
The army battalion rushed to the front and retreated after the battle .;battle;4.200830936431885
The army battalion rushed to the front and bit after the battle .;battle;4.852662086486816
The boy rushed to the hospital and collapsed on the emergency room floor .;floor;9.06747055053711
The boy rushed to the hospital and steered on the emergency room floor .;floor;11.030051231384277
The flight attendant called to the cockpit and returned to the cabin .;cabin;3.103870391845703
The flight attendant called to the cockpit and milked to the cabin .;cabin;4.428402423858643
The old man hurried across the street and fell down the stairwell .;stairwell;12.500052452087402
The old man hurried across the street and flew down the stairwell .;stairwell;11.431988716125488
The boy tossed the frisbee and ran across the field .;field;6.959758758544922
The boy tossed the frisbee and slept across the field .;field;7.6763505935668945
The gambler dealt the cards and lost the pot of money .;money;5.093716144561768
The gambler dealt the cards and broke the pot of money .;money;6.785250663757324
The family moved from the building and prospered in their new house .;house;5.5729079246521
The family moved from the building and exploded in their new house .;house;4.128122806549072
The guest passed the food and ate some of the chocolate cake .;cake;6.252756118774414
The guest passed the food and hired some of the chocolate cake .;cake;8.368685722351074
The attorney phoned from Chicago and relented about the deal .;deal;8.67287826538086
The attorney phoned from Chicago and brushed about the deal .;deal;11.63552474975586
The girl told a scary story and cried for several hours .;hours;2.171314001083374
The girl told a scary story and wrote for several hours .;hours;4.540117263793945
The lion watched for several hours and attacked the sickly deer .;deer;8.062725067138672
